Name,Age,Nationality,Preferred Positions,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
N. Arena,18,Argentina,CB ,59,66.0,56.0,58.0,56.0,49.0,49.0,29.0,33.0,43.0,25.0,31.0,12.0,14.0,9.0,13.0,6.0,57.0,64.0,67.0,36.0,26.0,53.0,41.0,27.0,61.0,40.0,42.0,61.0,66.0,64.0,59.0,60.0,34.0,31.0
L. Radliński,34,Poland,GK ,59,38.0,31.0,34.0,32.0,23.0,32.0,10.0,9.0,8.0,9.0,10.0,57.0,64.0,54.0,63.0,59.0,9.0,19.0,50.0,18.0,10.0,9.0,22.0,12.0,42.0,19.0,23.0,10.0,47.0,33.0,9.0,51.0,32.0,8.0
M. Rodríguez,24,Argentina,RW ,59,57.0,30.0,56.0,80.0,66.0,53.0,51.0,51.0,78.0,68.0,45.0,13.0,13.0,9.0,8.0,9.0,40.0,20.0,42.0,48.0,49.0,21.0,67.0,46.0,42.0,51.0,69.0,28.0,63.0,41.0,30.0,36.0,47.0,61.0
J. Mountney,24,Republic of Ireland,RM ,59,66.0,58.0,70.0,56.0,56.0,53.0,55.0,52.0,57.0,53.0,58.0,10.0,8.0,14.0,8.0,14.0,52.0,54.0,57.0,58.0,56.0,53.0,53.0,54.0,55.0,59.0,68.0,52.0,62.0,73.0,54.0,59.0,56.0,44.0
K. Montaño,22,Mexico,CM ,59,68.0,58.0,70.0,70.0,61.0,61.0,49.0,54.0,60.0,55.0,54.0,8.0,12.0,9.0,7.0,12.0,54.0,36.0,64.0,60.0,47.0,55.0,55.0,59.0,57.0,62.0,67.0,56.0,68.0,60.0,57.0,56.0,58.0,51.0
A. Vlachomitros,19,Greece,ST LM ,59,84.0,46.0,80.0,79.0,64.0,52.0,52.0,64.0,68.0,58.0,42.0,11.0,14.0,13.0,12.0,5.0,42.0,42.0,64.0,33.0,52.0,35.0,59.0,48.0,50.0,52.0,59.0,33.0,75.0,45.0,35.0,45.0,44.0,54.0
I. Oda,18,Japan,CB LB ,59,61.0,50.0,43.0,56.0,52.0,38.0,55.0,21.0,34.0,23.0,29.0,14.0,7.0,8.0,6.0,6.0,59.0,61.0,75.0,51.0,18.0,61.0,36.0,28.0,45.0,58.0,35.0,57.0,63.0,64.0,60.0,61.0,29.0,22.0
M. Pessina,20,Italy,CM ,59,44.0,67.0,48.0,60.0,56.0,53.0,52.0,44.0,60.0,34.0,45.0,13.0,9.0,7.0,13.0,7.0,60.0,42.0,60.0,68.0,41.0,42.0,56.0,55.0,55.0,77.0,63.0,55.0,55.0,44.0,49.0,57.0,49.0,48.0
E. Parish,27,England,GK ,59,40.0,26.0,39.0,37.0,16.0,36.0,12.0,12.0,14.0,15.0,13.0,63.0,58.0,59.0,55.0,58.0,12.0,14.0,57.0,33.0,16.0,15.0,13.0,8.0,54.0,25.0,25.0,13.0,40.0,22.0,12.0,52.0,26.0,15.0
A. Al Turki,23,Saudi Arabia,LM RM ,59,69.0,53.0,75.0,77.0,61.0,50.0,54.0,53.0,61.0,58.0,35.0,14.0,12.0,8.0,12.0,15.0,48.0,16.0,71.0,48.0,59.0,15.0,61.0,53.0,58.0,56.0,59.0,13.0,77.0,59.0,12.0,56.0,45.0,53.0
A. Lamonge,21,France,GK ,59,18.0,42.0,31.0,47.0,16.0,41.0,19.0,14.0,10.0,7.0,11.0,55.0,63.0,59.0,58.0,64.0,14.0,10.0,51.0,27.0,8.0,8.0,18.0,5.0,41.0,24.0,30.0,6.0,31.0,25.0,9.0,54.0,34.0,10.0
O. Bala,19,Turkey,CAM ,59,61.0,49.0,61.0,67.0,68.0,57.0,56.0,53.0,66.0,51.0,48.0,11.0,5.0,13.0,11.0,12.0,41.0,21.0,54.0,51.0,41.0,21.0,59.0,42.0,51.0,61.0,64.0,25.0,66.0,32.0,22.0,41.0,59.0,48.0
R. Benschop,18,Netherlands,LM ,59,78.0,36.0,53.0,65.0,63.0,49.0,70.0,49.0,67.0,62.0,43.0,7.0,9.0,7.0,12.0,8.0,42.0,19.0,48.0,49.0,66.0,29.0,58.0,43.0,45.0,45.0,65.0,39.0,79.0,48.0,35.0,72.0,42.0,48.0
A. Marfaing,21,France,GK ,58,49.0,21.0,36.0,49.0,26.0,27.0,15.0,12.0,14.0,19.0,14.0,60.0,53.0,54.0,61.0,58.0,20.0,17.0,51.0,25.0,13.0,19.0,26.0,13.0,53.0,27.0,26.0,21.0,47.0,36.0,16.0,72.0,24.0,18.0
R. Corlu,19,Denmark,CM CAM ,58,73.0,31.0,71.0,90.0,65.0,49.0,50.0,47.0,67.0,53.0,41.0,13.0,13.0,15.0,12.0,15.0,41.0,23.0,85.0,46.0,49.0,22.0,44.0,40.0,53.0,53.0,53.0,29.0,67.0,54.0,24.0,32.0,53.0,49.0
L. Morales,26,Argentina,RB ,58,62.0,59.0,55.0,66.0,40.0,42.0,47.0,36.0,60.0,32.0,41.0,6.0,15.0,14.0,9.0,11.0,54.0,52.0,64.0,35.0,30.0,60.0,42.0,48.0,57.0,32.0,32.0,24959.0,59.0,59.0,73.0,57.0,43.0,27.0
B. Whitfield,21,England,RW CM CAM ,58,65.0,43.0,68.0,90.0,62.0,59.0,49.0,50.0,67.0,42.0,47.0,13.0,15.0,8.0,16.0,10.0,31.0,23.0,52.0,58.0,46.0,43.0,46.0,42.0,50.0,60.0,58.0,43.0,65.0,52.0,32.0,32.0,60.0,40.0
G. Mutombo,21,France,CB ,58,54.0,63.0,63.0,54.0,25.0,48.0,31.0,24.0,21.0,19.0,27.0,11.0,13.0,10.0,11.0,13.0,60.0,54.0,46.0,29.0,22.0,59.0,31.0,21.0,52.0,42.0,32.0,61.0,48.0,41.0,62.0,69.0,33.0,24.0
S. Al Shammari,27,Saudi Arabia,LB ,58,77.0,54.0,65.0,82.0,44.0,47.0,55.0,31.0,56.0,31.0,48.0,9.0,5.0,12.0,10.0,9.0,42.0,55.0,59.0,45.0,28.0,52.0,37.0,47.0,52.0,55.0,32.0,57.0,75.0,65.0,58.0,43.0,51.0,22.0
S. Brennan,31,Republic of Ireland,LW CM RM LM ,58,51.0,53.0,44.0,54.0,57.0,56.0,57.0,61.0,58.0,57.0,60.0,7.0,15.0,10.0,12.0,16.0,52.0,50.0,48.0,55.0,58.0,49.0,60.0,54.0,48.0,60.0,57.0,49.0,50.0,71.0,50.0,49.0,59.0,46.0
K. Callan-McFadden,22,Republic of Ireland,CB ,58,53.0,60.0,44.0,55.0,45.0,48.0,22.0,32.0,33.0,23.0,27.0,12.0,7.0,11.0,13.0,10.0,56.0,56.0,70.0,42.0,20.0,57.0,34.0,23.0,51.0,55.0,38.0,55.0,46.0,63.0,58.0,65.0,32.0,30.0
D. Morrissey,23,Republic of Ireland,LW RW ST ,58,74.0,46.0,66.0,71.0,57.0,58.0,40.0,49.0,56.0,58.0,52.0,15.0,10.0,7.0,16.0,7.0,53.0,17.0,60.0,33.0,54.0,16.0,53.0,63.0,55.0,39.0,56.0,18.0,68.0,58.0,17.0,50.0,49.0,49.0
C. Donovan,21,United States,CB ,58,50.0,63.0,43.0,50.0,33.0,39.0,26.0,27.0,23.0,17.0,21.0,13.0,11.0,7.0,7.0,7.0,48.0,56.0,70.0,27.0,16.0,62.0,35.0,27.0,54.0,43.0,40.0,55.0,46.0,57.0,61.0,66.0,34.0,21.0
E. Keles,23,Austria,RM LM ,58,70.0,38.0,70.0,69.0,58.0,52.0,60.0,43.0,57.0,49.0,42.0,12.0,9.0,11.0,7.0,15.0,34.0,22.0,49.0,56.0,45.0,30.0,52.0,45.0,41.0,59.0,56.0,31.0,70.0,61.0,33.0,58.0,58.0,47.0
S. Long,22,England,CB RB ,58,70.0,55.0,66.0,61.0,54.0,54.0,42.0,35.0,38.0,27.0,26.0,8.0,12.0,14.0,8.0,15.0,59.0,53.0,72.0,47.0,26.0,58.0,24.0,41.0,57.0,50.0,35.0,57.0,68.0,59.0,60.0,70.0,46.0,29.0
J. Simonsen,21,Denmark,ST ,58,79.0,47.0,70.0,67.0,57.0,47.0,46.0,46.0,59.0,53.0,37.0,12.0,10.0,7.0,15.0,12.0,53.0,40.0,65.0,33.0,43.0,37.0,52.0,54.0,66.0,39.0,61.0,25.0,78.0,58.0,44.0,61.0,41.0,52.0
C. Mbulu,20,England,CB ,58,62.0,64.0,47.0,38.0,48.0,44.0,24.0,22.0,46.0,24.0,24.0,12.0,7.0,12.0,10.0,8.0,60.0,54.0,68.0,22.0,23.0,56.0,39.0,20.0,49.0,27.0,30.0,55.0,60.0,63.0,58.0,78.0,32.0,25.0
T. Sainte-Luce,18,France,LB ,58,72.0,50.0,66.0,52.0,55.0,61.0,59.0,35.0,52.0,41.0,42.0,5.0,12.0,9.0,12.0,12.0,47.0,50.0,64.0,53.0,38.0,51.0,46.0,52.0,63.0,56.0,34.0,55.0,69.0,57.0,54.0,41.0,46.0,29.0
R. Griffiths,21,England,GK ,58,47.0,26.0,32.0,47.0,20.0,33.0,21.0,11.0,16.0,18.0,15.0,59.0,55.0,64.0,53.0,62.0,13.0,20.0,51.0,24.0,11.0,21.0,28.0,18.0,52.0,24.0,25.0,15.0,49.0,35.0,19.0,72.0,17.0,15.0
G. Bokwé,27,Cameroon,GK ,58,38.0,31.0,26.0,54.0,15.0,43.0,17.0,15.0,10.0,13.0,18.0,56.0,61.0,55.0,59.0,63.0,16.0,18.0,65.0,20.0,12.0,12.0,18.0,11.0,38.0,15.0,35.0,16.0,21.0,21.0,11.0,59.0,44.0,14.0
S. Tetteh,20,Ghana,LW ST ,58,76.0,31.0,69.0,70.0,59.0,44.0,41.0,56.0,64.0,60.0,62.0,10.0,13.0,8.0,9.0,12.0,47.0,15.0,62.0,39.0,55.0,15.0,62.0,47.0,50.0,51.0,64.0,14.0,79.0,56.0,20.0,48.0,51.0,58.0
David Batanero,28,Spain,CM ,58,60.0,50.0,59.0,58.0,61.0,49.0,56.0,40.0,59.0,36.0,41.0,13.0,11.0,13.0,13.0,7.0,43.0,57.0,62.0,61.0,48.0,49.0,35.0,56.0,47.0,64.0,50.0,48.0,58.0,53.0,45.0,66.0,61.0,37.0
L. Nolan,22,Northern Ireland,CM CDM ,58,61.0,53.0,64.0,61.0,56.0,62.0,35.0,21.0,55.0,23.0,26.0,13.0,11.0,9.0,12.0,6.0,53.0,57.0,73.0,59.0,31.0,56.0,21.0,33.0,47.0,63.0,23.0,57.0,55.0,64.0,59.0,65.0,44.0,19.0
T. Akmurzin,19,Russia,GK ,58,40.0,21.0,38.0,49.0,24.0,24.0,15.0,15.0,18.0,19.0,15.0,64.0,48.0,58.0,51.0,65.0,15.0,24.0,56.0,25.0,17.0,15.0,22.0,11.0,57.0,27.0,23.0,18.0,49.0,28.0,18.0,66.0,27.0,14.0
J. Stage,20,Denmark,LB CM ,58,66.0,53.0,66.0,59.0,60.0,52.0,49.0,43.0,53.0,44.0,40.0,11.0,12.0,5.0,10.0,6.0,61.0,52.0,55.0,58.0,51.0,47.0,42.0,49.0,59.0,63.0,58.0,54.0,76.0,69.0,56.0,70.0,51.0,44.0
R. Hack,18,Germany,ST LW ,58,62.0,38.0,67.0,76.0,62.0,56.0,54.0,53.0,64.0,61.0,49.0,8.0,9.0,9.0,10.0,9.0,47.0,27.0,44.0,48.0,43.0,25.0,54.0,55.0,45.0,52.0,64.0,29.0,63.0,50.0,31.0,45.0,54.0,53.0
Javi Vázquez,16,Spain,CB ,58,61.0,53.0,48.0,65.0,47.0,43.0,33.0,29.0,34.0,27.0,32.0,7.0,14.0,8.0,8.0,9.0,64.0,58.0,68.0,36.0,21.0,53.0,48.0,24.0,56.0,41.0,42.0,59.0,64.0,59.0,63.0,55.0,37.0,29.0
N. Senzemba,21,France,LB ,58,79.0,54.0,80.0,78.0,54.0,52.0,43.0,39.0,53.0,27.0,30.0,11.0,11.0,13.0,15.0,13.0,55.0,52.0,73.0,39.0,24.0,57.0,42.0,44.0,50.0,53.0,47.0,58.0,74.0,63.0,60.0,66.0,37.0,23.0
H. Oka,29,Japan,GK ,58,32.0,28.0,24.0,42.0,17.0,26.0,11.0,12.0,14.0,16.0,13.0,58.0,46.0,53.0,64.0,60.0,12.0,12.0,48.0,25.0,18.0,19.0,20.0,6.0,56.0,17.0,24.0,13.0,29.0,35.0,15.0,41.0,53.0,18.0
A. O'Hanlon,20,Republic of Ireland,CAM LW ,58,62.0,69.0,61.0,75.0,59.0,55.0,58.0,55.0,57.0,55.0,56.0,8.0,15.0,16.0,15.0,14.0,46.0,52.0,56.0,58.0,50.0,53.0,58.0,57.0,50.0,62.0,56.0,57.0,67.0,71.0,58.0,47.0,54.0,50.0
Kim Sung Ju,18,Korea Republic,ST ,58,71.0,43.0,59.0,76.0,57.0,44.0,36.0,44.0,59.0,59.0,32.0,13.0,13.0,7.0,14.0,7.0,49.0,18.0,54.0,32.0,49.0,14.0,58.0,61.0,55.0,49.0,49.0,15.0,71.0,56.0,13.0,56.0,43.0,44.0
L. Saxton,27,England,GK ,58,34.0,44.0,25.0,18.0,17.0,28.0,14.0,13.0,11.0,10.0,14.0,57.0,59.0,60.0,56.0,55.0,19.0,15.0,44.0,20.0,18.0,19.0,11.0,9.0,53.0,23.0,17.0,14.0,39.0,22.0,18.0,69.0,23.0,18.0
Toni Gomes,18,Portugal,ST ,58,70.0,31.0,62.0,68.0,60.0,51.0,35.0,46.0,58.0,62.0,37.0,6.0,11.0,10.0,8.0,11.0,53.0,20.0,65.0,42.0,58.0,17.0,52.0,55.0,55.0,49.0,55.0,14.0,71.0,62.0,23.0,50.0,49.0,42.0
J. Gray,21,England,RM CAM CM ,58,76.0,35.0,80.0,69.0,63.0,50.0,56.0,42.0,62.0,57.0,38.0,8.0,13.0,8.0,8.0,8.0,40.0,41.0,39.0,60.0,56.0,35.0,53.0,53.0,52.0,63.0,61.0,41.0,73.0,62.0,45.0,60.0,52.0,45.0
G. Diangana,19,England,LM ,58,74.0,45.0,77.0,68.0,62.0,55.0,54.0,52.0,64.0,43.0,49.0,9.0,13.0,11.0,5.0,7.0,37.0,27.0,59.0,47.0,45.0,32.0,50.0,47.0,46.0,49.0,50.0,16.0,77.0,63.0,19.0,60.0,49.0,44.0
M. da Fonte,26,United States,RB CB LB ,58,66.0,70.0,57.0,62.0,53.0,57.0,53.0,49.0,49.0,32.0,31.0,15.0,14.0,8.0,12.0,15.0,64.0,51.0,66.0,56.0,37.0,56.0,40.0,52.0,53.0,58.0,58.0,59.0,69.0,64.0,54.0,77.0,38.0,45.0
F. Adorni,17,Italy,GK ,58,31.0,16.0,34.0,45.0,19.0,31.0,11.0,13.0,14.0,5.0,14.0,59.0,59.0,50.0,53.0,58.0,14.0,11.0,57.0,15.0,5.0,8.0,18.0,5.0,54.0,27.0,22.0,10.0,18.0,25.0,11.0,54.0,22.0,5.0
G. Legg,21,England,GK ,58,35.0,33.0,36.0,22.0,25.0,36.0,19.0,43.0,21.0,13.0,21.0,57.0,55.0,44.0,60.0,62.0,33.0,21.0,57.0,58.0,20.0,15.0,39.0,22.0,50.0,59.0,26.0,26.0,40.0,28.0,26.0,43.0,57.0,23.0
M. Foulds,19,England,LB CB ,58,60.0,46.0,35.0,64.0,60.0,45.0,32.0,28.0,42.0,22.0,23.0,7.0,6.0,11.0,15.0,13.0,55.0,50.0,70.0,29.0,19.0,56.0,39.0,28.0,49.0,61.0,38.0,59.0,51.0,60.0,61.0,62.0,54.0,25.0
K. Nagato,22,Japan,LM ,58,66.0,47.0,54.0,79.0,57.0,38.0,66.0,27.0,53.0,44.0,33.0,7.0,14.0,6.0,7.0,11.0,36.0,62.0,64.0,46.0,20.0,56.0,30.0,60.0,46.0,60.0,21.0,61.0,63.0,56.0,65.0,48.0,59.0,22.0
R. Bartczak,21,Poland,RB RM ,58,82.0,28.0,75.0,72.0,56.0,54.0,55.0,48.0,65.0,53.0,37.0,7.0,11.0,16.0,11.0,10.0,36.0,26.0,47.0,42.0,36.0,29.0,53.0,47.0,56.0,48.0,60.0,24.0,73.0,47.0,29.0,56.0,48.0,47.0
L. Godoy,22,Argentina,RM ,58,63.0,55.0,62.0,67.0,56.0,50.0,58.0,50.0,58.0,42.0,45.0,13.0,10.0,7.0,6.0,8.0,53.0,51.0,58.0,57.0,67.0,34.0,48.0,54.0,54.0,58.0,71.0,41.0,65.0,65.0,42.0,59.0,52.0,47.0
C. Manicone,19,Italy,ST ,58,68.0,42.0,61.0,66.0,57.0,58.0,51.0,42.0,52.0,58.0,33.0,6.0,12.0,12.0,14.0,15.0,48.0,20.0,37.0,38.0,47.0,16.0,45.0,65.0,59.0,46.0,49.0,18.0,70.0,56.0,18.0,62.0,51.0,47.0
Y. Fujita,34,Japan,CB ,58,39.0,72.0,52.0,62.0,32.0,42.0,23.0,20.0,37.0,23.0,23.0,12.0,8.0,10.0,9.0,12.0,40.0,62.0,78.0,24.0,16.0,62.0,25.0,23.0,58.0,26.0,33.0,57.0,34.0,56.0,54.0,74.0,23.0,22.0
N. Ortiz,22,Argentina,CB ,58,63.0,52.0,49.0,51.0,33.0,47.0,33.0,29.0,27.0,26.0,26.0,12.0,12.0,12.0,6.0,12.0,47.0,56.0,69.0,26.0,23.0,62.0,43.0,28.0,45.0,35.0,45.0,61.0,54.0,56.0,63.0,72.0,29.0,30.0
F. Mveng,25,Switzerland,CDM CM ,58,81.0,38.0,84.0,77.0,60.0,55.0,63.0,57.0,54.0,37.0,61.0,16.0,8.0,13.0,12.0,10.0,58.0,50.0,72.0,53.0,51.0,47.0,56.0,65.0,62.0,62.0,63.0,42.0,71.0,62.0,45.0,75.0,59.0,46.0
M. Barnes,20,England,ST ,58,67.0,40.0,56.0,64.0,56.0,49.0,36.0,50.0,53.0,60.0,43.0,13.0,9.0,9.0,11.0,11.0,59.0,15.0,62.0,44.0,55.0,16.0,61.0,52.0,58.0,55.0,56.0,24.0,65.0,56.0,18.0,61.0,55.0,49.0
A. Khongjee,29,India,RM CB RB ,58,64.0,48.0,57.0,56.0,49.0,49.0,54.0,42.0,43.0,38.0,39.0,11.0,12.0,16.0,8.0,8.0,51.0,53.0,50.0,57.0,36.0,56.0,42.0,45.0,52.0,59.0,38.0,58.0,66.0,63.0,57.0,65.0,42.0,41.0
K. Majić,19,Croatia,ST ,58,65.0,33.0,66.0,70.0,52.0,43.0,33.0,41.0,58.0,61.0,33.0,10.0,11.0,10.0,7.0,14.0,56.0,25.0,67.0,28.0,51.0,14.0,55.0,51.0,51.0,50.0,64.0,23.0,65.0,53.0,24.0,66.0,44.0,40.0
L. Bünning,19,Germany,RB CB ,58,66.0,63.0,58.0,59.0,49.0,52.0,51.0,23.0,41.0,39.0,20.0,7.0,8.0,12.0,10.0,9.0,59.0,53.0,70.0,31.0,28.0,47.0,40.0,34.0,57.0,46.0,58.0,53.0,68.0,62.0,60.0,73.0,30.0,42.0
K. Bigler,24,Switzerland,LM RB ,58,66.0,74.0,61.0,88.0,58.0,56.0,53.0,42.0,55.0,27.0,33.0,16.0,16.0,11.0,8.0,11.0,55.0,55.0,73.0,52.0,41.0,50.0,38.0,60.0,54.0,61.0,57.0,56.0,68.0,71.0,50.0,70.0,37.0,38.0
Lee Joong Seo,22,Korea Republic,ST ,58,68.0,31.0,53.0,63.0,57.0,44.0,25.0,32.0,57.0,63.0,33.0,12.0,9.0,6.0,8.0,7.0,52.0,10.0,51.0,30.0,48.0,17.0,55.0,56.0,60.0,48.0,54.0,19.0,69.0,58.0,15.0,54.0,47.0,41.0
C. Thompson,23,England,RM CM ,58,86.0,71.0,79.0,77.0,60.0,54.0,54.0,43.0,59.0,35.0,46.0,11.0,10.0,13.0,12.0,11.0,22.0,43.0,77.0,52.0,45.0,34.0,53.0,56.0,61.0,61.0,44.0,30.0,87.0,83.0,42.0,77.0,60.0,38.0
A. George,25,India,CF CAM ,58,60.0,33.0,52.0,57.0,61.0,47.0,30.0,37.0,57.0,48.0,33.0,15.0,12.0,7.0,14.0,9.0,57.0,19.0,64.0,60.0,54.0,16.0,56.0,52.0,50.0,65.0,45.0,11.0,63.0,58.0,19.0,41.0,55.0,42.0
G. Gudmundsson,18,Sweden,RM LM ,58,88.0,34.0,69.0,68.0,58.0,50.0,51.0,46.0,58.0,46.0,37.0,12.0,10.0,7.0,6.0,8.0,30.0,24.0,57.0,43.0,39.0,25.0,40.0,48.0,56.0,53.0,47.0,22.0,86.0,50.0,22.0,54.0,49.0,43.0
V. Noring,26,Sweden,GK ,58,30.0,34.0,22.0,28.0,20.0,48.0,15.0,17.0,14.0,14.0,12.0,58.0,59.0,53.0,56.0,58.0,17.0,20.0,39.0,39.0,13.0,13.0,20.0,16.0,50.0,31.0,31.0,13.0,33.0,34.0,13.0,70.0,25.0,18.0
D. Nizic,22,Australia,GK ,58,36.0,29.0,38.0,39.0,38.0,38.0,14.0,15.0,13.0,21.0,21.0,61.0,56.0,56.0,53.0,60.0,35.0,11.0,50.0,36.0,14.0,13.0,27.0,9.0,57.0,37.0,18.0,18.0,33.0,28.0,15.0,50.0,31.0,13.0
R. Simpson,32,England,ST ,58,55.0,54.0,58.0,59.0,55.0,61.0,52.0,46.0,56.0,52.0,56.0,6.0,7.0,11.0,16.0,11.0,55.0,44.0,64.0,50.0,50.0,39.0,58.0,55.0,59.0,56.0,61.0,39.0,65.0,70.0,44.0,74.0,60.0,50.0
Kim Gyeong Jae,23,Korea Republic,RM CB ,58,57.0,58.0,70.0,66.0,42.0,50.0,25.0,29.0,33.0,23.0,25.0,9.0,13.0,8.0,11.0,10.0,55.0,58.0,74.0,28.0,19.0,65.0,39.0,23.0,53.0,26.0,35.0,55.0,70.0,62.0,60.0,63.0,28.0,22.0
F. Al Habib,19,Saudi Arabia,GK ,58,18.0,21.0,34.0,49.0,15.0,29.0,13.0,14.0,5.0,7.0,11.0,57.0,64.0,49.0,53.0,62.0,14.0,10.0,63.0,27.0,6.0,5.0,15.0,5.0,48.0,22.0,22.0,13.0,31.0,16.0,14.0,34.0,36.0,8.0
Carlos Gracia,24,Spain,CB ,58,62.0,50.0,51.0,58.0,57.0,54.0,27.0,28.0,55.0,30.0,26.0,10.0,5.0,12.0,13.0,9.0,54.0,49.0,69.0,56.0,24.0,58.0,39.0,48.0,43.0,59.0,30.0,58.0,64.0,55.0,60.0,64.0,47.0,27.0
W. Frantzen,24,Norway,CAM RB ,58,68.0,67.0,62.0,61.0,58.0,55.0,54.0,37.0,57.0,27.0,49.0,11.0,9.0,15.0,12.0,7.0,42.0,56.0,58.0,52.0,55.0,57.0,47.0,53.0,62.0,56.0,61.0,53.0,44.0,82.0,52.0,74.0,52.0,53.0
J. Okkels,17,Denmark,LM ,58,78.0,51.0,80.0,69.0,57.0,47.0,46.0,40.0,63.0,47.0,39.0,7.0,12.0,13.0,12.0,6.0,32.0,21.0,43.0,37.0,39.0,20.0,34.0,57.0,56.0,52.0,42.0,20.0,75.0,61.0,26.0,58.0,49.0,37.0
A. Llovet,19,France,ST ,58,68.0,54.0,76.0,83.0,54.0,50.0,58.0,56.0,66.0,61.0,41.0,14.0,14.0,6.0,15.0,8.0,48.0,16.0,51.0,47.0,58.0,21.0,71.0,49.0,60.0,60.0,63.0,21.0,68.0,50.0,13.0,34.0,58.0,60.0
E. Granat,21,Sweden,CM LW RW ,58,69.0,65.0,82.0,85.0,62.0,50.0,56.0,46.0,64.0,46.0,39.0,10.0,11.0,12.0,9.0,14.0,37.0,43.0,81.0,58.0,45.0,32.0,42.0,51.0,52.0,60.0,51.0,38.0,64.0,67.0,45.0,35.0,54.0,35.0
S. Kalajdzic,19,Austria,CM ,58,65.0,37.0,61.0,41.0,61.0,61.0,51.0,39.0,58.0,46.0,47.0,7.0,6.0,13.0,14.0,15.0,60.0,39.0,53.0,57.0,52.0,48.0,39.0,54.0,57.0,62.0,50.0,47.0,70.0,65.0,46.0,67.0,56.0,49.0
P. Sweeney,22,Republic of Ireland,CB RB ,58,67.0,57.0,43.0,66.0,56.0,51.0,55.0,32.0,57.0,25.0,23.0,8.0,14.0,15.0,7.0,12.0,56.0,52.0,72.0,52.0,27.0,57.0,36.0,31.0,50.0,53.0,50.0,54.0,72.0,62.0,58.0,74.0,51.0,23.0
J. Osabutey,18,Ghana,ST ,58,89.0,58.0,71.0,63.0,55.0,45.0,48.0,31.0,60.0,60.0,37.0,8.0,12.0,12.0,11.0,7.0,50.0,15.0,74.0,32.0,49.0,13.0,56.0,48.0,53.0,45.0,62.0,19.0,87.0,54.0,27.0,57.0,39.0,37.0
L. Álvarez,23,Argentina,GK ,58,21.0,26.0,26.0,50.0,20.0,26.0,14.0,14.0,13.0,7.0,12.0,56.0,54.0,52.0,60.0,61.0,12.0,8.0,60.0,27.0,6.0,7.0,16.0,7.0,54.0,28.0,21.0,13.0,17.0,26.0,14.0,47.0,37.0,6.0
M. Stryjek,20,Poland,GK ,58,41.0,20.0,31.0,50.0,20.0,30.0,17.0,12.0,13.0,10.0,12.0,61.0,53.0,51.0,53.0,59.0,13.0,26.0,36.0,25.0,16.0,13.0,25.0,14.0,62.0,27.0,19.0,17.0,44.0,42.0,14.0,69.0,15.0,15.0
Lee Jae Hyeong,19,Korea Republic,GK ,58,20.0,27.0,22.0,33.0,13.0,21.0,13.0,10.0,14.0,8.0,12.0,58.0,58.0,56.0,58.0,61.0,13.0,8.0,56.0,26.0,6.0,9.0,14.0,4.0,45.0,29.0,15.0,10.0,33.0,25.0,13.0,61.0,33.0,9.0
M. Nardi,30,Italy,GK ,58,25.0,22.0,28.0,46.0,14.0,36.0,11.0,14.0,14.0,8.0,12.0,55.0,56.0,58.0,58.0,59.0,11.0,6.0,60.0,27.0,5.0,7.0,12.0,6.0,53.0,21.0,23.0,13.0,21.0,21.0,11.0,45.0,48.0,8.0
S. Bennett,26,England,CM CB ,58,43.0,56.0,45.0,49.0,49.0,48.0,36.0,33.0,39.0,37.0,30.0,12.0,16.0,15.0,1.0,1.0,58.0,55.0,59.0,42.0,42.0,56.0,39.0,44.0,55.0,44.0,48.0,57.0,49.0,71.0,58.0,66.0,41.0,46.0
K. Matsui,31,Japan,GK ,58,25.0,17.0,27.0,32.0,12.0,33.0,12.0,13.0,8.0,6.0,15.0,59.0,57.0,51.0,57.0,59.0,14.0,14.0,48.0,16.0,9.0,8.0,11.0,7.0,52.0,18.0,22.0,12.0,34.0,27.0,12.0,49.0,45.0,6.0
D. Frieser,23,Austria,CAM LM RB RM ,58,74.0,56.0,65.0,56.0,58.0,38.0,56.0,43.0,52.0,38.0,39.0,11.0,12.0,7.0,6.0,7.0,52.0,43.0,65.0,50.0,37.0,44.0,50.0,48.0,56.0,64.0,59.0,53.0,72.0,77.0,47.0,58.0,43.0,34.0
P. Silfwer,25,Sweden,CM ,58,67.0,44.0,60.0,76.0,64.0,58.0,54.0,55.0,60.0,39.0,38.0,9.0,5.0,7.0,12.0,11.0,40.0,48.0,52.0,62.0,33.0,33.0,44.0,50.0,57.0,65.0,47.0,42.0,66.0,64.0,38.0,49.0,55.0,43.0
J. Tilley,19,England,LM CAM ,58,71.0,36.0,76.0,83.0,60.0,54.0,56.0,64.0,66.0,57.0,66.0,13.0,10.0,12.0,13.0,12.0,49.0,19.0,35.0,45.0,60.0,16.0,51.0,52.0,43.0,55.0,60.0,13.0,67.0,56.0,15.0,38.0,52.0,48.0
